model,wielkosc,zapach,wosk,dostepnosc,cena,kod,iloscsprzedanych,dataostatniejsprzedazy
Stjärna,M,Fiołek,Parafinowy,false,50.00 zł,600849398432,200,2023-01-27
Gryning,L,Wanilia,Parafinowy,false,30.00 zł,059888897083,108,2022-12-23
Veke,S,Trawa cytrynowa,Sojowy,true,30.00 zł,964556940936,420,2023-01-21
Stjärna,M,Jabłko-cynamon,Rzepakowy,true,50.00 zł,772481408263,120,2022-08-11
Veke,L,Mięta,Rzepakowy,false,50.00 zł,271111902929,658,2023-11-16
Lykta,L,Wanilia,Parafinowy,true,40.00 zł,706875411651,899,2022-12-31
Ljus,L,Wanilia,Pszczeli,false,30.00 zł,650858480711,467,2023-05-09
Stjärna,S,Trawa cytrynowa,Pszczeli,true,40.00 zł,881133673199,839,2023-06-06
Veke,M,Jabłko-cynamon,Rzepakowy,true,40.00 zł,206776982786,523,2023-02-07
Lägereld,S,Mięta,Rzepakowy,false,30.00 zł,747244655464,106,2022-12-22
Takfönster,M,Kokos,Rzepakowy,true,25.00 zł,733960426931,993,2022-09-09
Veke,M,Sosna,Pszczeli,true,40.00 zł,131767931463,42,2022-09-20
Gryning,M,Grejpfrut,Rzepakowy,true,20.00 zł,929464084915,374,2023-07-19
Glans,M,Jabłko-cynamon,Pszczeli,false,35.00 zł,501977679290,188,2023-10-29
Glans,M,Hiacynt,Rzepakowy,true,35.00 zł,860351942178,634,2022-12-25
Takfönster,S,Pomarańcza-goździki,Sojowy,false,15.00 zł,034487828715,519,2022-10-25
Takfönster,M,Kokos,Rzepakowy,false,25.00 zł,827392433656,528,2022-12-25
Glans,S,Grejpfrut,Sojowy,true,25.00 zł,301533339519,745,2023-09-27
Lägereld,L,Kokos,Sojowy,false,50.00 zł,345827388549,987,2023-02-08
Lägereld,L,Kokos,Sojowy,false,50.00 zł,907092926214,686,2023-07-07
Glans,S,Grejpfrut,Pszczeli,true,25.00 zł,319396640008,917,2023-01-08
Stjärna,L,Hiacynt,Rzepakowy,false,60.00 zł,586915068173,152,2023-06-22
Lykta,M,Jabłko-cynamon,Parafinowy,true,30.00 zł,372665148996,879,2023-01-02
Lykta,L,Grejpfrut,Sojowy,true,40.00 zł,708042673341,662,2023-02-04
Lykta,L,Wanilia,Sojowy,true,40.00 zł,530933757840,109,2023-01-09
Lägereld,S,Wanilia,Parafinowy,false,30.00 zł,913561681947,643,2023-03-24
Gryning,L,Kokos,Pszczeli,false,30.00 zł,413338204204,933,2022-11-14
Veke,L,Fiołek,Sojowy,false,50.00 zł,100726947992,809,2022-08-20
Glans,M,Mięta,Rzepakowy,false,35.00 zł,591345282736,88,2023-09-04
Stjärna,M,Jaśmin,Sojowy,false,50.00 zł,238318432120,701,2023-11-03
Lägereld,M,Jaśmin,Sojowy,false,40.00 zł,630328525854,535,2023-06-17
Stjärna,S,Lawenda,Parafinowy,true,40.00 zł,554424875384,207,2023-02-28
Lägereld,M,Trawa cytrynowa,Rzepakowy,false,40.00 zł,775400340402,429,2023-10-06
Lykta,S,Hiacynt,Pszczeli,true,20.00 zł,073982292476,534,2022-07-27
Ljus,M,Sosna,Pszczeli,true,20.00 zł,046364046663,388,2023-03-13
Ljus,M,Grejpfrut,Rzepakowy,false,20.00 zł,635339620561,272,2022-12-20
Ljus,L,Mięta,Pszczeli,false,30.00 zł,058442786005,152,2022-09-24
Glans,M,Trawa cytrynowa,Pszczeli,true,35.00 zł,847848550746,569,2022-08-07
Gryning,M,Jabłko-cynamon,Rzepakowy,true,20.00 zł,227550671254,223,2023-06-03
Stjärna,L,Mięta,Parafinowy,true,60.00 zł,843182027100,541,2023-12-02
Lägereld,S,Świerk,Parafinowy,false,30.00 zł,805608712454,410,2023-09-02
Takfönster,L,Kokos,Rzepakowy,true,35.00 zł,790715728146,724,2023-06-09
Gryning,M,Jabłko-cynamon,Rzepakowy,true,20.00 zł,107449575473,23,2022-08-30
Veke,M,Świerk,Pszczeli,true,40.00 zł,080360476359,380,2023-10-21
Ljus,M,Wanilia,Sojowy,false,20.00 zł,598144389146,764,2022-12-01
Takfönster,M,Trawa cytrynowa,Parafinowy,true,25.00 zł,417843958808,961,2022-08-24
Takfönster,M,Lawenda,Parafinowy,true,25.00 zł,739150132113,546,2023-02-18
Lägereld,L,Mięta,Rzepakowy,false,50.00 zł,738405683564,551,2023-03-22
Takfönster,L,Wanilia,Pszczeli,true,35.00 zł,867240993962,275,2023-05-01
Lägereld,L,Świerk,Pszczeli,false,50.00 zł,875695099660,238,2023-03-04
Veke,M,Jaśmin,Parafinowy,false,40.00 zł,049617244233,541,2022-08-07
Gryning,M,Lawenda,Sojowy,false,20.00 zł,885207890029,368,2022-11-07
Takfönster,L,Kokos,Rzepakowy,false,35.00 zł,360259410421,609,2023-08-28
Lägereld,S,Pomarańcza-goździki,Parafinowy,false,30.00 zł,975468881669,384,2023-11-19
Veke,L,Jabłko-cynamon,Sojowy,true,50.00 zł,781915702589,328,2023-05-26
Veke,L,Sosna,Parafinowy,false,50.00 zł,155068992969,624,2023-12-01
Lägereld,M,Grejpfrut,Sojowy,true,40.00 zł,545339742194,573,2023-02-19
Glans,L,Kokos,Pszczeli,true,45.00 zł,221936326859,37,2022-10-18
